text,label
System alert! Your account has been compromised. Secure it now at http://example.com.,spam
"Hi John,

Your hotel reservation at Tokyo has been confirmed. Check-in is at 11:00 AM.",legitimate
"Dear John,

Just wanted to catch up and see how things are going on your end.",legitimate
"Dear Alex,

Your recent order for laptop will arrive on June 1. Thank you for shopping with us!",legitimate
Unlock the secrets to rapid weight loss! Learn more at http://promo.com.,spam
"Dear Alex,

Your flight to Maldives has been rescheduled. Your new departure date is June 1.",legitimate
"Dear Michael,

Your order for smartwatch has been shipped. Track your package with the tracking number 789012.",legitimate
"Earn $5,000/hour working from home! Apply now at http://example.com.",spam
"Hello Alex,

I wanted to follow up on our conversation. Can we schedule a time to discuss this further?",legitimate
"Dear Michael,

Just wanted to catch up and see how things are going on your end.",legitimate
"Hi Jane,

I hope this email finds you well. Just checking in to see how you're doing.",legitimate
"Dear Emily,

Thank you for your kind email. I appreciate your support and look forward to our collaboration.",legitimate
"Dear Alex,

Your order for camera has been shipped. Track your package with the tracking number 123456.",legitimate
Limited-time offer: Get phone for $99.99! Visit http://promo.com to buy now.,spam
"Hi Alex,

Your appointment with Dr. Jones is set for June 1 at 6:30 PM. Please let us know if you have any questions.",legitimate
Congratulations! You've won a free vacation to Hawaii. Click here to claim your prize.,spam
Immediate job openings available! No experience required. Visit http://example.com to apply.,spam
Exclusive investment opportunity! Double your money in 1 month. Visit http://example.com for details.,spam
Your loan application has been approved! Click [here](http://offers.com) to finalize the process.,spam
Immediate action required! Update your payment information at [this link](http://offers.com) to avoid account suspension.,spam
Your invoice for $500 is attached. Please pay by April 24 to avoid late fees.,spam
"Hi Michael,

Your order for camera has been confirmed and is being processed.",legitimate
"Exclusive offer just for you! Buy one phone, get one free! Click [here](http://promo.com) to redeem.",spam
"Dear Alex,

Your order for smartwatch has been shipped. Track your package with the tracking number 654321.",legitimate
"Earn $50,000/hour working from home! Apply now at http://example.com.",spam
Get a loan at an unbeatable interest rate! Visit http://promo.com for more information.,spam
Limited-time offer: Get headphones for $19.99! Visit http://example.com to buy now.,spam
"Hello Emily,

Your subscription will renew on June 1. If you have any questions, please contact us.",legitimate
Your loan application has been approved! Click [here](http://example.com) to finalize the process.,spam
"Hi Alex,

Your appointment with Dr. Chen is set for June 1 at 6:30 PM. Please let us know if you have any questions.",legitimate
Get the best deal! Renew your subscription now at http://promo.com for exclusive benefits.,spam
"Hi Michael,

Your hotel reservation at Paris has been confirmed. Check-in is at 11:00 AM.",legitimate
"Hi Jane,

I hope this email finds you well. Just checking in to see how you're doing.",legitimate
"Hi Alex,

Your appointment for August 5 has been confirmed. Please let us know if you need to reschedule.",legitimate
Get the best deal! Renew your subscription now at http://example.com for exclusive benefits.,spam
"Hi Jane,

Let's schedule a meeting for April 24. Let me know if that works for you.",legitimate
"Hi John,

Your appointment with Dr. Chen is set for July 15 at 3:00 PM. Please let us know if you have any questions.",legitimate
Get access to exclusive content! Sign up now at http://example.com.,spam
"Dear Alex,

Your flight to Maldives has been rescheduled. Your new departure date is July 15.",legitimate
Get high returns on your investment! Learn how at http://example.com.,spam
"Hello Alex,

We value your opinion! Please take a moment to fill out our survey on user experience.",legitimate
"Hi John,

I hope this email finds you well. Just checking in to see how you're doing.",legitimate
"Hi Michael,

Let's schedule a meeting for August 5. Let me know if that works for you.",legitimate
"Congratulations! You've won a cash prize of $1,000. Contact us at offers@example.com to claim your prize.",spam
Limited-time offer: Get camera for $19.99! Visit http://example.com to buy now.,spam
You've been selected for a special offer! Buy headphones now and get a 50% discount.,spam
"Earn $50,000/hour working from home! Apply now at http://offers.com.",spam
Your computer is infected! Call our helpline at 555-1234 for immediate assistance.,spam
"Hi Jane,

Your hotel reservation at New York has been confirmed. Check-in is at 6:30 PM.",legitimate
Get the best deal! Renew your subscription now at http://promo.com for exclusive benefits.,spam
"Hi Emily,

Your order for headphones has been confirmed and is being processed.",legitimate
"Dear Emily,

Your recent order for phone will arrive on April 24. Thank you for shopping with us!",legitimate
"Hi Emily,

Your flight reservation for Maldives on June 1 is confirmed.",legitimate
"Hi John,

Your flight reservation for Tokyo on August 5 is confirmed.",legitimate
"Hi Emily,

Your appointment for May 10 has been confirmed. Please let us know if you need to reschedule.",legitimate
Your account has been compromised! Reset your password at http://promo.com.,spam
"Earn $50,000/hour working from home! Apply now at http://offers.com.",spam
Your computer is infected! Call our helpline at 555-1234 for immediate assistance.,spam
You've been selected for a special offer! Buy smartwatch now and get a 30% discount.,spam
Your loan application has been approved! Click [here](http://offers.com) to finalize the process.,spam
"Hello Emily,

Your account balance is $2,000.00. If you have any questions, please let us know.",legitimate
"Dear Michael,

Your feedback is valuable to us. Please take a moment to complete our survey.",legitimate
"Dear John,

Your feedback is valuable to us. Please take a moment to complete our survey.",legitimate
"Dear Alex,

Your flight to Maldives has been rescheduled. Your new departure date is April 24.",legitimate
Your account has been compromised! Reset your password at http://offers.com.,spam
You've won a lottery! Claim your prize by sending your details to promo@example.com.,spam
"Hello Michael,

Thank you for your application. We'll get back to you shortly.",legitimate
"Hi Alex,

Hope your week is going well! Let me know if you have any updates to share.",legitimate
"Dear John,

Your flight to Paris has been rescheduled. Your new departure date is July 15.",legitimate
"Hi Alex,

Your order for camera has been confirmed and is being processed.",legitimate
Your subscription will renew on July 15. Update your payment information at http://offers.com.,spam
"Hi John,

Your feedback helps us improve. Please rate our service at https://www.ibm.com.",legitimate
"Dear Alex,

Thank you for your support. We appreciate your business.",legitimate
Immediate action required! Update your payment information at [this link](http://promo.com) to avoid account suspension.,spam
"Hello Alex,

Your account balance is $1,000.00. If you have any questions, please let us know.",legitimate
"Hello Jane,

I wanted to follow up on our conversation. Can we schedule a time to discuss this further?",legitimate
Your loan application has been approved! Click [here](http://example.com) to finalize the process.,spam
"Hello Jane,

Your subscription will renew on April 24. If you have any questions, please contact us.",legitimate
Get a loan at an unbeatable interest rate! Visit http://offers.com for more information.,spam
Your computer is infected! Call our helpline at 123-456-7890 for immediate assistance.,spam
Unlock the secrets to financial freedom! Attend our free webinar by registering at http://promo.com.,spam
"Dear Alex,

Thank you for your support. We appreciate your business.",legitimate
Get high returns on your investment! Learn how at http://promo.com.,spam
"Hello Emily,

We value your opinion! Please take a moment to fill out our survey on shipping and delivery.",legitimate
"Dear Emily,

Your feedback is valuable to us. Please take a moment to complete our survey.",legitimate
"Hello Alex,

Your subscription will renew on May 10. If you have any questions, please contact us.",legitimate
Get a loan at an unbeatable interest rate! Visit http://example.com for more information.,spam
Your loan application has been approved! Click [here](http://offers.com) to finalize the process.,spam
"Dear Michael,

Thank you for your kind email. I appreciate your support and look forward to our collaboration.",legitimate
"Dear Alex,

Your order for smartwatch has been shipped. Track your package with the tracking number 789012.",legitimate
Get high returns on your investment! Learn how at http://offers.com.,spam
Get access to exclusive content! Sign up now at http://example.com.,spam
"Hello Michael,

We value your opinion! Please take a moment to fill out our survey on shipping and delivery.",legitimate
"Dear Michael,

You have a pending renewal for gaming subscription. Please visit https://www.microsoft.com to update your payment information.",legitimate
Huge sale! Get 50%% off on camera! Shop now at http://example.com.,spam
"Dear Jane,

Your order for smartwatch has been shipped. Track your package with the tracking number 293021.",legitimate
Unlock the secrets to rapid weight loss! Learn more at http://promo.com.,spam
"Hi John,

Hope your week is going well! Let me know if you have any updates to share.",legitimate
"Hi John,

I hope this email finds you well. Just checking in to see how you're doing.",legitimate
Immediate action required! Update your payment information at [this link](http://promo.com) to avoid account suspension.,spam
"Hi Jane,

Your appointment for April 24 has been confirmed. Please let us know if you need to reschedule.",legitimate
Huge sale! Get 10%% off on smartwatch! Shop now at http://promo.com.,spam
Earn $500/hour working from home! Apply now at http://example.com.,spam
"Your invoice for $50,000 is attached. Please pay by June 1 to avoid late fees.",spam
"Dear Emily,

Just wanted to catch up and see how things are going on your end.",legitimate
"Hello Alex,

Thank you for your application. We'll get back to you shortly.",legitimate
"Hello John,

Your subscription will renew on June 1. If you have any questions, please contact us.",legitimate
You've been selected for a special offer! Buy smartwatch now and get a 50% discount.,spam
"Dear Michael,

Thank you for your support. We appreciate your business.",legitimate
Get a loan at an unbeatable interest rate! Visit http://example.com for more information.,spam
"Hi Jane,

I hope this email finds you well. Just checking in to see how you're doing.",legitimate
"Hi Alex,

Hope your week is going well! Let me know if you have any updates to share.",legitimate
"Receipt of payment received for phone. For more details, click [here](http://example.com).",spam
"Dear Alex,

Just wanted to catch up and see how things are going on your end.",legitimate
"Your invoice for $5,000 is attached. Please pay by August 5 to avoid late fees.",spam
Your loan application has been approved! Click [here](http://offers.com) to finalize the process.,spam
Limited-time offer: Get headphones for $19.99! Visit http://offers.com to buy now.,spam
"Hi Michael,

Your feedback helps us improve. Please rate our service at https://www.microsoft.com.",legitimate
"Hello Emily,

Your subscription will renew on April 24. If you have any questions, please contact us.",legitimate
"Exclusive offer just for you! Buy one laptop, get one free! Click [here](http://example.com) to redeem.",spam
Huge sale! Get 50%% off on smartwatch! Shop now at http://offers.com.,spam
"Hi Emily,

Your hotel reservation at Maldives has been confirmed. Check-in is at 3:00 PM.",legitimate
"Congratulations! You've won a cash prize of $1,000. Contact us at offers@example.com to claim your prize.",spam
"Hello Emily,

Your subscription will renew on August 5. If you have any questions, please contact us.",legitimate
You're the lucky winner of the SuperLotto lottery! Claim your prize now by visiting http://example.com.,spam
"Hi Jane,

Hope your week is going well! Let me know if you have any updates to share.",legitimate
Unlock the secrets to financial freedom! Attend our free webinar by registering at http://example.com.,spam
You've been selected for a special offer! Buy laptop now and get a 50% discount.,spam
Your computer is infected! Call our helpline at 800-123-4567 for immediate assistance.,spam
"Congratulations! You've won a cash prize of $1,000. Contact us at spammer@example.com to claim your prize.",spam
Unlock the secrets to financial freedom! Attend our free webinar by registering at http://offers.com.,spam
"Dear Jane,

Your feedback is valuable to us. Please take a moment to complete our survey.",legitimate
"Dear Michael,

Your recent order for laptop will arrive on June 1. Thank you for shopping with us!",legitimate
"Hi Michael,

Your flight reservation for New York on June 1 is confirmed.",legitimate
"Your invoice for $10,000 is attached. Please pay by July 15 to avoid late fees.",spam
"Receipt of payment received for smartwatch. For more details, click [here](http://promo.com).",spam
Get access to exclusive content! Sign up now at http://promo.com.,spam
"Hello Alex,

We value your opinion! Please take a moment to fill out our survey on user experience.",legitimate
"Dear Alex,

Thank you for your support. We appreciate your business.",legitimate
Earn $500/hour working from home! Apply now at http://example.com.,spam
"Hello Jane,

I wanted to follow up on our conversation. Can we schedule a time to discuss this further?",legitimate
"Dear Emily,

You have a pending renewal for streaming service. Please visit https://www.google.com to update your payment information.",legitimate
Your loan application has been approved! Click [here](http://example.com) to finalize the process.,spam
"Hello Emily,

Thank you for your application. We'll get back to you shortly.",legitimate
"Hi Emily,

Your feedback helps us improve. Please rate our service at https://www.amazon.com.",legitimate
"Hi Emily,

I hope this email finds you well. Just checking in to see how you're doing.",legitimate
"Hello Alex,

I wanted to follow up on our conversation. Can we schedule a time to discuss this further?",legitimate
"Hi John,

Your order for phone has been confirmed and is being processed.",legitimate
Discover the key to anti-aging! Order your trial kit now from http://offers.com.,spam
Your computer is infected! Call our helpline at 987-654-3210 for immediate assistance.,spam
Your computer is infected! Call our helpline at 1-800-555-1234 for immediate assistance.,spam
"Hello Jane,

Your subscription will renew on August 5. If you have any questions, please contact us.",legitimate
"Hello Jane,

Your meeting with Sarah is scheduled for May 10 at 11:00 AM.",legitimate
"Hello Jane,

Thank you for your application. We'll get back to you shortly.",legitimate
"Hello John,

Your meeting with Emily is scheduled for May 10 at 5:00 PM.",legitimate
"Hi Emily,

Hope your week is going well! Let me know if you have any updates to share.",legitimate
"Hello Alex,

Thank you for your application. We'll get back to you shortly.",legitimate
"Hi Michael,

Your subscription to music streaming will end on June 1. Renew now to continue enjoying our services!",legitimate
"Dear Alex,

Just wanted to catch up and see how things are going on your end.",legitimate
Get the best deal! Renew your subscription now at http://example.com for exclusive benefits.,spam
"Congratulations! You've won a cash prize of $1,000. Contact us at offers@example.com to claim your prize.",spam
"Hello Alex,

Your subscription will renew on April 24. If you have any questions, please contact us.",legitimate
"Get approved for a loan up to $10,000 with a low interest rate! Apply today at http://offers.com.",spam
"Dear Michael,

Your feedback is valuable to us. Please take a moment to complete our survey.",legitimate
"Your invoice for $5,000 is attached. Please pay by April 24 to avoid late fees.",spam
"Your invoice for $10,000 is attached. Please pay by July 15 to avoid late fees.",spam
Huge sale! Get smartwatch for a special price at http://promo.com.,spam
"Hello Alex,

Your subscription will renew on July 15. If you have any questions, please contact us.",legitimate
"Earn $10,000/hour working from home! Apply now at http://offers.com.",spam
"Hello John,

Your account balance is $2,000.00. If you have any questions, please let us know.",legitimate
Get the best deal! Renew your subscription now at http://offers.com for exclusive benefits.,spam
"Hello Emily,

Your subscription will renew on June 1. If you have any questions, please contact us.",legitimate
"Hi Michael,

Your feedback helps us improve. Please rate our service at https://www.apple.com.",legitimate
"Dear Jane,

Thank you for your support. We appreciate your business.",legitimate
"Your invoice for $1,000 is attached. Please pay by May 10 to avoid late fees.",spam
"Dear John,

Thank you for your support. We appreciate your business.",legitimate
Earn money from home! Learn how at http://offers.com.,spam
Get access to exclusive content! Sign up now at http://example.com.,spam
"Hello Michael,

Your subscription will renew on August 5. If you have any questions, please contact us.",legitimate
Immediate job openings available! No experience required. Visit http://example.com to apply.,spam
"Dear Alex,

Your recent order for camera will arrive on August 5. Thank you for shopping with us!",legitimate
Limited-time offer: Get smartwatch for $19.99! Visit http://promo.com to buy now.,spam
"Hello John,

I wanted to follow up on our conversation. Can we schedule a time to discuss this further?",legitimate
You've won a lottery! Claim your prize by sending your details to promo@example.com.,spam
"Hi Alex,

Your appointment for May 10 has been confirmed. Please let us know if you need to reschedule.",legitimate
"Dear Jane,

Your order for laptop has been shipped. Track your package with the tracking number 654321.",legitimate
"Hi Emily,

Hope your week is going well! Let me know if you have any updates to share.",legitimate
"Hi Alex,

Your appointment with Dr. Smith is set for July 15 at 5:00 PM. Please let us know if you have any questions.",legitimate
"Dear John,

Your flight to Tokyo has been rescheduled. Your new departure date is May 10.",legitimate
Get high returns on your investment! Learn how at http://example.com.,spam
You've been selected for a special offer! Buy laptop now and get a 30% discount.,spam
Your computer is infected! Call our helpline at 987-654-3210 for immediate assistance.,spam
"Dear John,

Your feedback is valuable to us. Please take a moment to complete our survey.",legitimate
"Dear John,

Your feedback is valuable to us. Please take a moment to complete our survey.",legitimate
Get high returns on your investment! Learn how at http://offers.com.,spam
"Hello Michael,

We value your opinion! Please take a moment to fill out our survey on website design.",legitimate
"Dear Emily,

Your flight to Hawaii has been rescheduled. Your new departure date is August 5.",legitimate
"Get approved for a loan up to $5,000 with a low interest rate! Apply today at http://example.com.",spam
"Hi Jane,

Let's schedule a meeting for April 24. Let me know if that works for you.",legitimate
Get a loan at an unbeatable interest rate! Visit http://promo.com for more information.,spam
"Hello Jane,

Your meeting with Michael is scheduled for August 5 at 5:00 PM.",legitimate
"Hi Emily,

Your subscription to VPN will end on June 1. Renew now to continue enjoying our services!",legitimate
Discover the key to anti-aging! Order your trial kit now from http://promo.com.,spam
"Dear Emily,

Your order for phone has been shipped. Track your package with the tracking number 789012.",legitimate
Your subscription will renew on July 15. Update your payment information at http://promo.com.,spam
Your loan application has been approved! Click [here](http://offers.com) to finalize the process.,spam
"Dear Michael,

Just wanted to catch up and see how things are going on your end.",legitimate
"Hi John,

Let's schedule a meeting for July 15. Let me know if that works for you.",legitimate
Get access to exclusive content! Sign up now at http://example.com.,spam
"Hi John,

Your appointment with Dr. Johnson is set for June 1 at 11:00 AM. Please let us know if you have any questions.",legitimate
"Hi Emily,

Your hotel reservation at Maldives has been confirmed. Check-in is at 11:00 AM.",legitimate
"Hi John,

I hope this email finds you well. Just checking in to see how you're doing.",legitimate
"Dear Michael,

Your order for smartwatch has been shipped. Track your package with the tracking number 123456.",legitimate
Get access to exclusive content! Sign up now at http://example.com.,spam
Your subscription will renew on April 24. Update your payment information at http://offers.com.,spam
Your loan application has been approved! Click [here](http://promo.com) to finalize the process.,spam
Your account has been compromised! Reset your password at http://example.com.,spam
"Hello Alex,

Your subscription will renew on May 10. If you have any questions, please contact us.",legitimate
"Dear John,

Your recent order for phone will arrive on June 1. Thank you for shopping with us!",legitimate
"Congratulations! You've won a cash prize of $50,000. Contact us at offers@example.com to claim your prize.",spam
"Earn $10,000/hour working from home! Apply now at http://promo.com.",spam
"Exclusive offer just for you! Buy one smartwatch, get one free! Click [here](http://promo.com) to redeem.",spam
"Hi Emily,

Your hotel reservation at Paris has been confirmed. Check-in is at 11:00 AM.",legitimate
"Earn $1,000/hour working from home! Apply now at http://example.com.",spam
Alert! Suspicious activity detected in your account. Please verify your account information by clicking [here](http://offers.com).,spam
"Hello Michael,

Your account balance is $2,000.00. If you have any questions, please let us know.",legitimate
Alert! Suspicious activity detected in your account. Please verify your account information by clicking [here](http://offers.com).,spam
"Hello Jane,

Thank you for your application. We'll get back to you shortly.",legitimate
"Dear Michael,

Your flight to Paris has been rescheduled. Your new departure date is June 1.",legitimate
"Hi John,

Your order for phone has been confirmed and is being processed.",legitimate
Congratulations! You've won a free vacation to Maldives. Click here to claim your prize.,spam
Your computer is infected! Call our helpline at 987-654-3210 for immediate assistance.,spam
"Hi John,

Your subscription to VPN will end on July 15. Renew now to continue enjoying our services!",legitimate
"Hi Alex,

Your order for headphones has been confirmed and is being processed.",legitimate
"Get approved for a loan up to $50,000 with a low interest rate! Apply today at http://example.com.",spam
"Dear Michael,

Your flight to New York has been rescheduled. Your new departure date is April 24.",legitimate
Earn $500/hour working from home! Apply now at http://example.com.,spam
System alert! Your account has been compromised. Secure it now at http://offers.com.,spam
Your computer is infected! Call our helpline at 555-1234 for immediate assistance.,spam
"Your invoice for $50,000 is attached. Please pay by May 10 to avoid late fees.",spam
Exclusive investment opportunity! Double your money in 1 year. Visit http://example.com for details.,spam
Get access to exclusive content! Sign up now at http://offers.com.,spam
Earn money from home! Learn how at http://example.com.,spam
"Dear Alex,

Your order for headphones has been shipped. Track your package with the tracking number 123456.",legitimate
Discover the key to anti-aging! Order your trial kit now from http://example.com.,spam
Exclusive investment opportunity! Double your money in 6 months. Visit http://promo.com for details.,spam
System alert! Your account has been compromised. Secure it now at http://promo.com.,spam
Get high returns on your investment! Learn how at http://promo.com.,spam
Discover the key to anti-aging! Order your trial kit now from http://example.com.,spam
"Hi John,

Your subscription to streaming will end on April 24. Renew now to continue enjoying our services!",legitimate
"Hi Alex,

Your order for laptop has been confirmed and is being processed.",legitimate
"Your invoice for $50,000 is attached. Please pay by August 5 to avoid late fees.",spam
"Your invoice for $1,000 is attached. Please pay by June 1 to avoid late fees.",spam
Alert! Suspicious activity detected in your account. Please verify your account information by clicking [here](http://offers.com).,spam
Your computer is infected! Call our helpline at 987-654-3210 for immediate assistance.,spam
"Dear Michael,

Thank you for your kind email. I appreciate your support and look forward to our collaboration.",legitimate
Exclusive investment opportunity! Double your money in 1 month. Visit http://promo.com for details.,spam
Immediate action required! Update your payment information at [this link](http://promo.com) to avoid account suspension.,spam
Your loan application has been approved! Click [here](http://example.com) to finalize the process.,spam
"Dear Michael,

Your recent order for phone will arrive on April 24. Thank you for shopping with us!",legitimate
System alert! Your account has been compromised. Secure it now at http://example.com.,spam
Your account has been compromised! Reset your password at http://offers.com.,spam
Exclusive investment opportunity! Double your money in 1 year. Visit http://example.com for details.,spam
"Hi Jane,

Your hotel reservation at New York has been confirmed. Check-in is at 3:00 PM.",legitimate
Congratulations! You've won a free vacation to Paris. Click here to claim your prize.,spam
"Dear Michael,

Just wanted to catch up and see how things are going on your end.",legitimate
"Dear Emily,

Just wanted to catch up and see how things are going on your end.",legitimate
"Dear Michael,

Thank you for your support. We appreciate your business.",legitimate
"Dear Jane,

Your flight to Paris has been rescheduled. Your new departure date is August 5.",legitimate
Unlock the secrets to rapid weight loss! Learn more at http://offers.com.,spam
"Dear Alex,

You have a pending renewal for cloud storage. Please visit https://www.microsoft.com to update your payment information.",legitimate
System alert! Your account has been compromised. Secure it now at http://promo.com.,spam
"Hi Jane,

Your flight reservation for Maldives on May 10 is confirmed.",legitimate
Your invoice for $500 is attached. Please pay by August 5 to avoid late fees.,spam
Discover the key to anti-aging! Order your trial kit now from http://promo.com.,spam
Get high returns on your investment! Learn how at http://example.com.,spam
Unlock the secrets to rapid weight loss! Learn more at http://promo.com.,spam
"Hi Jane,

Hope your week is going well! Let me know if you have any updates to share.",legitimate
Get the best deal! Renew your subscription now at http://offers.com for exclusive benefits.,spam
Congratulations! You've won a cash prize of $500. Contact us at spammer@example.com to claim your prize.,spam
Congratulations! You've won a free vacation to Hawaii. Click here to claim your prize.,spam
"Hi Jane,

Let's schedule a meeting for June 1. Let me know if that works for you.",legitimate
"Hi Emily,

Your appointment with Dr. Smith is set for July 15 at 11:00 AM. Please let us know if you have any questions.",legitimate
"Hi Michael,

Your appointment with Dr. Patel is set for August 5 at 5:00 PM. Please let us know if you have any questions.",legitimate
Get the best deal! Renew your subscription now at http://promo.com for exclusive benefits.,spam
"Dear Michael,

Just wanted to catch up and see how things are going on your end.",legitimate
"Hi Michael,

I hope this email finds you well. Just checking in to see how you're doing.",legitimate
Limited-time offer: Get laptop for $19.99! Visit http://offers.com to buy now.,spam
"Hello John,

Your subscription will renew on July 15. If you have any questions, please contact us.",legitimate
Discover the key to anti-aging! Order your trial kit now from http://offers.com.,spam
Your loan application has been approved! Click [here](http://offers.com) to finalize the process.,spam
"Hello John,

Thank you for your application. We'll get back to you shortly.",legitimate
Immediate job openings available! No experience required. Visit http://example.com to apply.,spam
"Hi John,

Let's schedule a meeting for June 1. Let me know if that works for you.",legitimate
"Dear Alex,

Your flight to Paris has been rescheduled. Your new departure date is May 10.",legitimate
"Dear Emily,

Your recent order for camera will arrive on May 10. Thank you for shopping with us!",legitimate
"Receipt of payment received for laptop. For more details, click [here](http://offers.com).",spam
"Dear Alex,

Just wanted to catch up and see how things are going on your end.",legitimate
"Hi John,

Your flight reservation for Paris on August 5 is confirmed.",legitimate
System alert! Your account has been compromised. Secure it now at http://promo.com.,spam
"Dear Emily,

Your order for phone has been shipped. Track your package with the tracking number 123456.",legitimate
Get the best deal! Renew your subscription now at http://example.com for exclusive benefits.,spam
Earn money from home! Learn how at http://promo.com.,spam
"Hello Alex,

Thank you for your application. We'll get back to you shortly.",legitimate
Limited-time offer: Get headphones for $49.99! Visit http://offers.com to buy now.,spam
"Dear John,

Just wanted to catch up and see how things are going on your end.",legitimate
Your loan application has been approved! Click [here](http://promo.com) to finalize the process.,spam
Unlock the secrets to rapid weight loss! Learn more at http://offers.com.,spam
"Hi Emily,

Your subscription to VPN will end on August 5. Renew now to continue enjoying our services!",legitimate
Your account has been compromised! Reset your password at http://example.com.,spam
Your computer is infected! Call our helpline at 123-456-7890 for immediate assistance.,spam
"Hello Jane,

Your subscription will renew on April 24. If you have any questions, please contact us.",legitimate
Get a loan at an unbeatable interest rate! Visit http://offers.com for more information.,spam
"Get approved for a loan up to $50,000 with a low interest rate! Apply today at http://example.com.",spam
Exclusive investment opportunity! Double your money in 1 month. Visit http://promo.com for details.,spam
"Hello John,

Your meeting with Jane is scheduled for August 5 at 11:00 AM.",legitimate
"Hi Michael,

Hope your week is going well! Let me know if you have any updates to share.",legitimate
"Hi John,

Your subscription to email subscription will end on June 1. Renew now to continue enjoying our services!",legitimate
"Dear Emily,

Thank you for your kind email. I appreciate your support and look forward to our collaboration.",legitimate
"Hi Alex,

Your subscription to streaming will end on July 15. Renew now to continue enjoying our services!",legitimate
Limited-time offer: Get smartwatch for $49.99! Visit http://offers.com to buy now.,spam
"Hello John,

Your subscription will renew on August 5. If you have any questions, please contact us.",legitimate
"Dear Emily,

Thank you for your support. We appreciate your business.",legitimate
"Hello John,

I wanted to follow up on our conversation. Can we schedule a time to discuss this further?",legitimate
"Earn $50,000/hour working from home! Apply now at http://offers.com.",spam
Limited-time offer: Get headphones for $49.99! Visit http://promo.com to buy now.,spam
"Dear John,

Your recent order for headphones will arrive on April 24. Thank you for shopping with us!",legitimate
"Dear Emily,

Your feedback is valuable to us. Please take a moment to complete our survey.",legitimate
Your subscription will renew on June 1. Update your payment information at http://promo.com.,spam
"Exclusive offer just for you! Buy one headphones, get one free! Click [here](http://offers.com) to redeem.",spam
"Hi Michael,

Your appointment with Dr. Patel is set for August 5 at 3:00 PM. Please let us know if you have any questions.",legitimate
"Dear Emily,

Your order for laptop has been shipped. Track your package with the tracking number 789012.",legitimate
Congratulations! You've won a free vacation to New York. Click here to claim your prize.,spam
"Exclusive offer just for you! Buy one phone, get one free! Click [here](http://offers.com) to redeem.",spam
"Receipt of payment received for laptop. For more details, click [here](http://offers.com).",spam
"Hello Emily,

Thank you for your application. We'll get back to you shortly.",legitimate
"Hi Alex,

Your appointment with Dr. Jones is set for May 10 at 5:00 PM. Please let us know if you have any questions.",legitimate
Limited-time offer: Get camera for $19.99! Visit http://promo.com to buy now.,spam
"Hi Alex,

Your feedback helps us improve. Please rate our service at https://www.microsoft.com.",legitimate
"Hello Emily,

Your account balance is $1,000.00. If you have any questions, please let us know.",legitimate
"Dear Emily,

Thank you for your support. We appreciate your business.",legitimate
"Hi Emily,

Your order for phone has been confirmed and is being processed.",legitimate
"Congratulations! You've won a cash prize of $10,000. Contact us at spammer@example.com to claim your prize.",spam
Your invoice for $500 is attached. Please pay by August 5 to avoid late fees.,spam
Limited-time offer: Get smartwatch for $19.99! Visit http://promo.com to buy now.,spam
Unlock the secrets to financial freedom! Attend our free webinar by registering at http://example.com.,spam
Huge sale! Get 50%% off on smartwatch! Shop now at http://offers.com.,spam
Your account has been compromised! Reset your password at http://offers.com.,spam
Get access to exclusive content! Sign up now at http://promo.com.,spam
"Earn $5,000/hour working from home! Apply now at http://offers.com.",spam
Unlock the secrets to financial freedom! Attend our free webinar by registering at http://promo.com.,spam
"Hi Emily,

Let's schedule a meeting for May 10. Let me know if that works for you.",legitimate
"Dear John,

Thank you for your kind email. I appreciate your support and look forward to our collaboration.",legitimate
"Hi John,

Your subscription to email subscription will end on May 10. Renew now to continue enjoying our services!",legitimate
"Dear Alex,

Your recent order for camera will arrive on July 15. Thank you for shopping with us!",legitimate
"Hi Alex,

Your subscription to streaming will end on April 24. Renew now to continue enjoying our services!",legitimate
"Hi Emily,

Your hotel reservation at Maldives has been confirmed. Check-in is at 5:00 PM.",legitimate
"Hello John,

Your account balance is $2,000.00. If you have any questions, please let us know.",legitimate
"Dear Jane,

Thank you for your support. We appreciate your business.",legitimate
"Hi Jane,

Your appointment for August 5 has been confirmed. Please let us know if you need to reschedule.",legitimate
"Hi Jane,

Your hotel reservation at Tokyo has been confirmed. Check-in is at 11:00 AM.",legitimate
Your subscription will renew on August 5. Update your payment information at http://promo.com.,spam
Get a loan at an unbeatable interest rate! Visit http://offers.com for more information.,spam
"Dear Emily,

Thank you for your support. We appreciate your business.",legitimate
"Hi Alex,

Let's schedule a meeting for April 24. Let me know if that works for you.",legitimate
"Hi Jane,

Your feedback helps us improve. Please rate our service at https://www.amazon.com.",legitimate
"Hi John,

Your appointment with Dr. Patel is set for August 5 at 9:00 AM. Please let us know if you have any questions.",legitimate
Immediate action required! Update your payment information at [this link](http://promo.com) to avoid account suspension.,spam
Your subscription will renew on June 1. Update your payment information at http://offers.com.,spam
Your subscription will renew on April 24. Update your payment information at http://example.com.,spam
Get a loan at an unbeatable interest rate! Visit http://promo.com for more information.,spam
Earn $500/hour working from home! Apply now at http://offers.com.,spam
"Dear Emily,

Thank you for your support. We appreciate your business.",legitimate
Unlock the secrets to financial freedom! Attend our free webinar by registering at http://example.com.,spam
"Exclusive offer just for you! Buy one camera, get one free! Click [here](http://promo.com) to redeem.",spam
"Hello Emily,

I wanted to follow up on our conversation. Can we schedule a time to discuss this further?",legitimate
"Dear John,

Thank you for your support. We appreciate your business.",legitimate
